Block Height,Block Timestamp,Block Value,Pool Hashrate (GH/s)
756350,1664532510,6.26298248,11751288484.578
756279,1664495713,6.29277526,11562877489.16
756266,1664489661,6.35686272,11644177604.356
756259,1664483623,6.47611035,11737170264.784
756237,1664471824,6.40146864,11641588808.233
756225,1664461952,6.52225774,11303612125.019
756220,1664457833,6.41621003,11306259955.914
756193,1664443069,6.28258753,12048898735.08
756117,1664399564,6.40127848,11875484009.601
756115,1664398073,6.35903976,11895852667.996
756097,1664384553,6.32651619,11821402495.282
756037,1664354401,6.41114268,11794474541.659
756033,1664351452,6.2617256,11776670042.015
756014,1664340326,6.26140817,11480986175.675
756002,1664335223,6.37625805,11739134335.245
755999,1664333371,6.41964721,11749382163.707
755953,1664305166,6.42014559,11683195954.641
755946,1664298564,6.44525493,11435671669.325
755944,1664296520,6.31769101,11018444547.114
755928,1664291704,6.50014959,10659936460.122
755922,1664287559,6.4661397,11322316281.977
755918,1664281871,6.43822432,8082500802.344
755893,1664266888,6.41571638,11657119430.855
755788,1664197497,6.37140228,11747076015.73
755766,1664183409,6.27292893,11382121344.479
755764,1664183060,6.32596778,11402070254.221
755747,1664173717,6.3279021,11040584505.609
755728,1664162482,6.27550769,11502892987.539
755725,1664160352,6.30456267,11516388175.304
755711,1664151384,6.30806846,11314485371.652
755692,1664142253,6.3343892,11310400810.261
755676,1664135459,6.42098293,11349258280.451
755620,1664098307,6.28680079,11768970726.636
755575,1664069157,6.30932354,11270811947.844
755567,1664066224,6.25422443,10303568157.098
755548,1664058623,6.28136206,11102861340.498
755545,1664057549,6.33886908,11161470834.213
755497,1664027697,6.32484988,10609001634.299
755483,1664020326,6.35024548,10786937755.181
755470,1664014556,6.40361178,10853136434.788
755467,1664011436,6.30980789,10867558020.396
755434,1663989551,6.40228375,10894891037.572
755430,1663983394,6.25728929,10715727509.534
755420,1663980739,6.31313887,9879082870.2417
755405,1663971660,6.417449,7360593790.9043
755350,1663936058,6.35230512,11371219589.012
755330,1663926629,6.42549068,11509004187.89
755320,1663918862,6.45930155,11550159788.586
755282,1663892036,6.35619589,10586415255.702
755280,1663891424,6.40323621,10397651901.508
755263,1663872805,6.29025782,10968053851.391
755260,1663870922,6.32224813,11057146769.688
755259,1663870658,6.37490815,11080618078.719
755236,1663855159,6.29695782,11155758811.483
755228,1663851056,6.47421902,11051546609.993
755219,1663845545,6.36749374,11259924594.722
755195,1663831088,6.26255163,10712887687.716
755151,1663804718,6.38128128,8322262464.9728
755113,1663780005,6.37971667,10561031694.598
755111,1663778472,6.42800841,10644340012.742
755092,1663764246,6.32794376,10446954490.294
755084,1663760387,6.30111169,10714759933.298
755075,1663754558,6.27238897,10639055391.394
755039,1663737448,6.30143885,10580551531.494
755002,1663713101,6.28924857,6573214970.484
754978,1663697235,6.39683616,9811075379.4389
754966,1663692991,6.39806127,9864628607.5813
754949,1663682080,6.48378241,10409425381.337
754921,1663665525,6.34186281,10160132960.814
754898,1663651466,6.26417227,10599288309.267
754870,1663638249,6.28618966,10144526944.692
754850,1663626993,6.38961437,7187788462.8164
754832,1663611274,6.47767571,10894360004.561
754825,1663606054,6.36510593,11587714586.906
754810,1663596052,6.30775363,11427917207.144
754747,1663559368,6.49326562,10346726283.618
754746,1663556139,6.26486178,10308384180.022
754700,1663531389,6.38500205,8631131659.4475
754690,1663525052,6.30670332,11305302359.783
754668,1663514160,6.37928686,11587858075.828
754641,1663496008,6.31906889,11420436780.223
754518,1663431107,6.46923951,11221481080.831
754477,1663407219,6.27301853,11438389212.313
754455,1663398894,6.36469144,11490925718.389
754445,1663395348,6.25136094,11428846383.981
754441,1663394670,6.47736847,11464349340.656
754436,1663391935,6.28773674,11500757392.001
754422,1663384212,6.4150094,11437593795.216
754415,1663380114,6.37806783,11481066223.1
754395,1663368373,6.49333353,7707092751.1192
754383,1663359141,6.66002033,11354521587.989
754372,1663344694,6.40305209,11478692675.453
754364,1663340279,6.4275422,11473367797.692
754340,1663327306,6.48443191,11164392833.312
754337,1663324217,6.27150312,11187292898.529
754295,1663298672,6.31506895,11359006395.531
754284,1663290371,6.27832987,11214000452.412
754267,1663278509,6.25610749,11060227116.428
754223,1663257480,6.53769116,11095254446.957
754197,1663242063,6.51309223,11377688547.452
754162,1663219353,6.26869033,11191535750.126
754122,1663194324,6.38559746,13689990774.917
754114,1663189967,6.43299895,13164673787.416
754111,1663185060,6.32841706,13894091477.797
754060,1663159354,6.25,13804951585.649
754055,1663155739,6.34199166,13842331690.389
754027,1663136059,6.37636891,13865615052.234
754005,1663114286,6.37838683,13263974719.196
753965,1663088368,6.43337786,10914517486.037
753957,1663081744,6.38069437,10295943282.021
753952,1663079417,6.39372145,10376447484.22
753938,1663069824,6.36054193,10805926861.207
753912,1663057201,6.32205856,10902394664.326
753908,1663056154,6.43095178,11005060033.801
753900,1663049333,6.27229478,10909863394.916
753852,1663017664,6.29783068,10403305530.309
753804,1662993089,6.38927826,10274535519.685
753793,1662988455,6.37552218,10617802749.907
753766,1662971701,6.28414315,10477599677.593
753753,1662964914,6.28374447,10512551299.174
753743,1662961197,6.33616769,10505842451.654
753685,1662926662,6.3485345,10442581430.107
753664,1662915834,6.2994156,10567430238.157
753654,1662912135,6.31189002,10629146770.573
753600,1662883657,6.26348092,10595078196.051
753562,1662866959,6.26601668,10575914746.498
753548,1662862531,6.31361044,10550164568.122
753545,1662860228,6.37368137,10543193146.887
753527,1662853441,6.47457013,10540439745.55
753509,1662841590,6.50564258,10516090679.833
753506,1662838769,6.25540264,10427218306.669
753495,1662834252,6.40104397,10331196274.321
753486,1662829125,6.56947305,10544297983.332
753443,1662801358,6.44791152,10557661091.98
753389,1662773911,6.28551978,10326277857.502
753348,1662753558,6.38004985,10274865294.58
753302,1662724358,6.26947791,10125381325.856
753278,1662715168,6.43502673,10566646642.438
753266,1662706452,6.33533668,10779212059.437
753256,1662702254,6.30032354,10873046343.759
753243,1662691946,6.28823081,10825941077.86
753227,1662684057,6.40146335,10541169968.706
753182,1662654992,6.38293179,10324013283.266
753179,1662654335,6.54981297,10325927712.713
753169,1662644654,6.3207346,10430394324.163
753167,1662644217,6.43570731,10628460458.714
753159,1662640580,6.31793973,11173554324.025
753153,1662638091,6.42887404,11179275012.316
753135,1662625946,6.3526742,11240488737.214
753112,1662602439,6.29687805,11208394005.973
753085,1662588290,6.42133094,7515087121.7706
753072,1662579658,6.42705842,8117900328.943
753039,1662562294,6.437394,11028719412.108
753037,1662560765,6.47096135,11069095741.18
752978,1662525780,6.39979605,10371405819.345
752977,1662524061,6.45767852,10508029714.713
752952,1662508373,6.41063075,7698464782.8221
752906,1662479238,6.35630324,10601763306.714
752880,1662463860,6.26566832,10988441975.195
752861,1662453863,6.35198168,10991189289.14
752855,1662450432,6.26301907,10985949758.974
752850,1662446740,6.28924296,10989216156.283
752841,1662443000,6.28773963,11024454552.708
752810,1662421949,6.27406754,10851985129.791
752803,1662419336,6.33543952,10801963811.889
752775,1662405921,6.41897414,10990226426.318
752748,1662392141,6.32094751,11022461940.995
752734,1662381966,6.39203403,10896374651.832
752718,1662370754,6.40875444,10836492271.289
752706,1662362540,6.26676096,10932415270.624
752703,1662360029,6.27723101,10843601609.522
752695,1662357420,6.31289269,10915130855.713
752694,1662356857,6.43062871,10915293395.487
752678,1662347099,6.28879121,10893602085.292
752635,1662324137,6.31059238,10877222956.012
752621,1662318015,6.2981697,11007798700.898
752604,1662308258,6.37156987,11022111471.304
752540,1662274510,6.29479972,11266207785.663
752521,1662264016,6.33200517,11281057043.735
752493,1662250868,6.2517986,11171317164.136
752480,1662246208,6.29691316,11048109188.692
752475,1662243185,6.42819416,11119404711.005
752420,1662219694,6.45154446,10705544065.181
752349,1662167390,6.3011796,11200825904.45
752312,1662142031,6.40471838,10085580028.339
752289,1662125156,6.2761558,11776047934.498
752276,1662119220,6.36748432,10371321690.053
752258,1662105515,6.35748913,10855624694.865
752251,1662100141,6.40482271,10834593693.272
752181,1662055015,6.35490932,8798346339.8184
752146,1662029952,6.31752822,10537523570.883
752139,1662028213,6.26739488,10543497137.44
752121,1662019147,6.29773836,10105959872.844
752117,1662017382,6.34709822,9691502170.3956
752070,1661987708,6.3005556,10205541668.39
752049,1661972662,6.40224991,12254421116.825
752048,1661971848,6.44120128,12575705223.978
751987,1661938516,6.36221622,12894133253.571
751973,1661931723,6.35960763,12532072107.968
751970,1661928905,6.28406079,11761591878.721
751965,1661926382,6.37625794,11061429547.23
751962,1661924318,6.26237809,11020906647.633
751956,1661919270,6.2581652,11964867600.105
751934,1661908454,6.29373142,10205434274.777
751896,1661887342,6.35378232,13441505623.067
751878,1661877343,6.35120969,13345606453.309
751866,1661870649,6.33441839,13249106239.081
751858,1661864563,6.31891238,13348301401.594
751839,1661854727,6.3812942,13328292262.383
751837,1661852713,6.29767286,13331475780.733
751829,1661849483,6.34847767,13078995576.165
751807,1661837391,6.28897417,11879191324.432
751782,1661824574,6.29982776,11785330462.24
751775,1661822234,6.29467782,12207433165.544
751740,1661802899,6.33701065,13268459132.802
751716,1661788457,6.43344881,13390321856.226
751703,1661781766,6.27607252,13137126337.835
751667,1661760763,6.27288957,13265792134.608
751663,1661759376,6.30700023,12935726806.558
751640,1661751824,6.27960417,13412060040.097
751637,1661749505,6.25621067,13416925808.175
751621,1661739438,6.33751025,13319975863.861
751611,1661731373,6.33602433,11960391472.511
751605,1661729887,6.28486739,11008014314.193
751594,1661723456,6.38387735,11151039784.742
751555,1661693131,6.27614216,13556617945.785
751546,1661688932,6.34446867,13559374179.415
751540,1661685347,6.27070842,13556651955.329
751539,1661685188,6.29103368,13567519443.516
751535,1661682959,6.2553903,13550928405.539
751499,1661667648,6.26186731,13387987024.026
751495,1661666024,6.2558742,13419652547.179
751487,1661662808,6.25666349,13410705454.027
751482,1661661308,6.31980745,13362486635.321
751473,1661656408,6.28366438,13297821736.668
751461,1661649599,6.27124251,11912362987.046
751419,1661631071,6.29651711,13030046209.735
751389,1661613548,6.27063848,12977689162.183
751388,1661613452,6.3635484,12991036920.761
751381,1661608738,6.27594153,12930704940.937
751376,1661606452,6.32338664,13087134018.16
751362,1661595499,6.26066979,12989659258.842
751306,1661559406,6.35095611,11780704953.257
751295,1661553500,6.29268191,10929928454.204
751288,1661550349,6.31131525,9343140681.4516
751287,1661550268,6.40549082,9355281148.1951
751262,1661535890,6.43327152,12370280898.724
751210,1661506795,6.31353505,12221954824.646
751176,1661490639,6.28078307,11977999247.485
751144,1661477364,6.40036231,8830657795.0747
751106,1661461987,6.27217445,11295174281.796
751099,1661458462,6.36123912,11722359166.502
751095,1661457012,6.38204385,11790644400.321
751087,1661450504,6.37122699,11707727745.234
751077,1661440540,6.26145571,12049694664.195
751071,1661438412,6.29121511,12059925604.422
751068,1661437255,6.4034026,11982728735.596
751037,1661421770,6.37100942,12100327060.176
751034,1661419856,6.25637594,12140340462.34
751032,1661419568,6.26863903,12190626307.181
751027,1661418146,6.3313927,12152649900.529
751024,1661414923,6.33711914,11989255195.992
751020,1661413797,6.31043759,11990996518.01
751006,1661407564,6.33828347,12067301546.306
750980,1661394782,6.2763248,11828360662.667
750942,1661362893,6.25418004,11771548307.377
750892,1661338285,6.27443861,11919653897.216
750888,1661336610,6.35006694,11935526877.89
750868,1661324032,6.27522972,11934350950.225
750863,1661320594,6.27940831,11964999482.109
750852,1661313959,6.31730803,11904545352.52
750790,1661285088,6.34570781,11580502036.428
750781,1661280238,6.29603362,11891670634.839
750765,1661273921,6.34580638,12165866030.152
750757,1661267658,6.34569606,12192356053.701
750736,1661255667,6.31173442,12207129810.269
750733,1661254217,6.29046829,12213715646.356
750728,1661251931,6.2692603,12280733515.738
750718,1661246024,6.38384208,12285369359.328
750702,1661237090,6.42905596,12269771879.007
750682,1661228389,6.30948711,12170616506.919
750678,1661225731,6.27426424,12243193797.515
750669,1661221466,6.25347201,11632544102.052
750665,1661220170,6.34266286,11310030944.212
750617,1661190073,6.33276616,10799777650.959
750604,1661182091,6.29145904,10573080666.297
750601,1661181282,6.32184876,10595768591.466
750532,1661142739,6.30365125,9534803650.5772
750511,1661128272,6.2962132,11268851160.273
750506,1661125458,6.2799696,11279927081.68
750484,1661116046,6.38485793,11317638342.155
750465,1661103724,6.26377608,11686737791.672
750464,1661103692,6.30614495,11706789155.634
750435,1661082382,6.2752575,11677618803.87
750373,1661044244,6.26061685,11508315971.987
750345,1661025844,6.33991478,11582591517.331
750307,1661004419,6.36008847,11759795931.099
750301,1661001211,6.27274422,11724897674.07
750273,1660984882,6.28415746,11728274166.141
750271,1660983356,6.34742237,11673275042.836
750263,1660979786,6.27667189,11755556882.949
750216,1660955897,6.27869384,11082184015.943
750173,1660933228,6.25981591,12033100727.612
750141,1660921329,6.29897186,11791635510.709
750116,1660907183,6.34235676,11898924627.177
750111,1660903316,6.32154276,11876111945.548
750097,1660897154,6.31480476,11864564122.879
750078,1660888295,6.34307534,11881538655.869
750068,1660883422,6.25345727,11876518614.935
750063,1660882035,6.32399892,11864765453.107
750059,1660881157,6.28136214,11863755855.274
750048,1660874860,6.25770379,11798397704.084
750029,1660862632,6.31155449,11626632855.146
750025,1660860781,6.39266413,11635074621.75
749987,1660838510,6.33005329,11822568751.524
749966,1660826169,6.36561068,11792188712.748
749957,1660823484,6.43083747,11827754287.98
749926,1660805302,6.28530709,11341468251.744
749904,1660792814,6.29369839,11577172820.709
749900,1660790330,6.47726959,11419812983.643
749887,1660779408,6.40195606,8493313782.0953
749880,1660773922,6.36854283,8416724132.6632
749870,1660765983,6.40395534,8535498520.7927
749847,1660746984,6.42769488,11492651288.13
749828,1660731369,6.27687464,11999816228.86
749796,1660713393,6.31883088,11905494489.987
749790,1660711049,6.5200171,11794986584.292
749763,1660696249,6.36199283,8557249441.7795
749756,1660691489,6.36713728,8433028896.3812
749736,1660675165,6.26083301,11814270934.902
749735,1660675160,6.32545321,11828103712.869
749720,1660666600,6.40851544,11886348177.777
749635,1660621474,6.27211027,11894827025.403
749626,1660615951,6.2929309,11628004739.393
749608,1660602349,6.36395874,11195453846.747
749576,1660580689,6.35008049,11689725779.36
749565,1660574914,6.27956928,11990386533.61
749518,1660553117,6.32174071,11880346296.428
749505,1660547151,6.36399121,11900876784.033
749498,1660541972,6.27473622,11828824652.587
749485,1660535267,6.26833146,10101895835.202
749483,1660534780,6.29633027,9380203490.6313
749479,1660531613,6.39748787,10023543208.466
749462,1660517423,6.2656757,11641156036.26
749454,1660513875,6.29210706,11686022927.938
749445,1660508430,6.39982253,11738228945.269
749422,1660494142,6.30124061,11797363507.271
749404,1660482943,6.26379279,11922222110.474
749399,1660481229,6.2628308,11991488953.189
